5	0,000409833
6	0,000019191
7	0,000005736
8	0,000000521
9	0,00000189
11	0,000000399
11	0,000000399
12	0,000000399
13	0,000000299
14	0,000000186
15	0,000000333
16	0,000000891
17	0,000000292
18	0,000000679
19	0,000000413
21	0,000000166
21	0,000000166
22	0,000000248
23	0,000000662
24	0,00000035
25	0,000000802
26	0,000000589
27	0,000000634
28	0,000000147
29	0,000000574
31	0,000000405
31	0,000000405
32	0,000000884
33	0,000000248
34	0,000000711
35	0,0000001
36	0,000000565
37	0,000000442
38	0,000000408
39	0,00000011
41	0,000000854
41	0,000000854
42	0,000000117
43	0,000000624
44	0,000000143
45	0,000000488
46	0,000000147
47	0,000000414
48	0,000000905
49	0,000000302
51	0,000000237
51	0,000000237
52	0,000000561
53	0,000000159
54	0,000000402
55	0,000000087
56	0,000000231
57	0,000000809
58	0,000000127
59	0,000000662
5	0,000409833
6	0,000019191
7	0,000005736
8	0,000000521
9	0,00000189
11	0,000000399
11	0,000000399
12	0,000000399
13	0,000000299
14	0,000000186
15	0,000000333
16	0,000000891
17	0,000000292
18	0,000000679
19	0,000000413
21	0,000000166
21	0,000000166
22	0,000000248
23	0,000000662
24	0,00000035
25	0,000000802
26	0,000000589
27	0,000000634
28	0,000000147
29	0,000000574
31	0,000000405
31	0,000000405
32	0,000000884
33	0,000000248
34	0,000000711
35	0,0000001
36	0,000000565
37	0,000000442
38	0,000000408
39	0,00000011
41	0,000000854
41	0,000000854
42	0,000000117
43	0,000000624
44	0,000000143
45	0,000000488
46	0,000000147
47	0,000000414
48	0,000000905
49	0,000000302
51	0,000000237
51	0,000000237
52	0,000000561
53	0,000000159
54	0,000000402
55	0,000000087
56	0,000000231
57	0,000000809
58	0,000000127
59	0,000000662
61	0,000000483
61	0,000000483
62	0,000000257
63	0,000000315
64	0,000000887
65	0,000000215
66	0,00000074
67	0,000000135
68	0,000000631
69	0,000000196
71	0,000000092
71	0,000000092
72	0,000000223
73	0,000000784
74	0,000000115
75	0,000000611
76	0,000000066
77	0,000000433
78	0,000000091
79	0,000000283
81	0,00000018
81	0,00000018
82	0,000000702
83	0,000000113
84	0,000000568
85	0,000000135
86	0,000000423
87	0,000000101
88	0,000000282
89	0,000000768
91	0,000000597
91	0,000000597
92	0,000000087
93	0,00000041
94	0,00000013
95	0,000000286
96	0,000000112
97	0,000000151
98	0,000000687
99	0,000000133
5	0,000409833
6	0,000019191
7	0,000005736
8	0,000000521
9	0,00000189
11	0,000000399
11	0,000000399
12	0,000000399
13	0,000000299
14	0,000000186
15	0,000000333
16	0,000000891
17	0,000000292
18	0,000000679
19	0,000000413
21	0,000000166
21	0,000000166
22	0,000000248
23	0,000000662
24	0,00000035
25	0,000000802
26	0,000000589
27	0,000000634
28	0,000000147
29	0,000000574
31	0,000000405
31	0,000000405
32	0,000000884
33	0,000000248
34	0,000000711
35	0,0000001
36	0,000000565
37	0,000000442
38	0,000000408
39	0,00000011
41	0,000000854
41	0,000000854
42	0,000000117
43	0,000000624
44	0,000000143
45	0,000000488
46	0,000000147
47	0,000000414
48	0,000000905
49	0,000000302
51	0,000000237
51	0,000000237
52	0,000000561
53	0,000000159
54	0,000000402
55	0,000000087
56	0,000000231
57	0,000000809
58	0,000000127
59	0,000000662
61	0,000000483
61	0,000000483
62	0,000000257
63	0,000000315
64	0,000000887
65	0,000000215
66	0,00000074
67	0,000000135
68	0,000000631
69	0,000000196
71	0,000000092
71	0,000000092
72	0,000000223
73	0,000000784
74	0,000000115
75	0,000000611
76	0,000000066
77	0,000000433
78	0,000000091
79	0,000000283
81	0,00000018
81	0,00000018
82	0,000000702
83	0,000000113
84	0,000000568
85	0,000000135
86	0,000000423
87	0,000000101
88	0,000000282
89	0,000000768
91	0,000000597
91	0,000000597
92	0,000000087
93	0,00000041
94	0,00000013
95	0,000000286
96	0,000000112
97	0,000000151
98	0,000000687
99	0,000000133
